,Created_Time,park_name,Complaint
3409,2016-q1,givan square,5
3410,2016-q1,givans creek woods,14
3411,2016-q1,glenwood playground,1
3412,2016-q1,golconda playground,8
3413,2016-q1,gonzalo plasencia playground,24
3414,2016-q1,gorman park,1
3415,2016-q1,gorman playground,2
3416,2016-q1,grace playground,2
3417,2016-q1,grand central parkway,41
3418,2016-q1,grandview playground,1
3419,2016-q1,graniteville quarry park,1
3420,2016-q1,graniteville swamp park,1
3421,2016-q1,grassmere playground,3
3422,2016-q1,gravesend park,1
3423,2016-q1,great kills park,19
3424,2016-q1,green central knoll,4
3425,2016-q1,greenbelt native plant center,2
3426,2016-q1,greencroft playground,5
3427,2016-q1,greene playground,1
3428,2016-q1,greenwood playground,1
3429,2016-q1,grover cleveland playground,3
3430,2016-q1,haffen park,8
3431,2016-q1,haggerty park,3
3432,2016-q1,hallets cove playground,2
3433,2016-q1,hammel playground,2
3434,2016-q1,harding park,4
3435,2016-q1,harlem river park,3
3436,2016-q1,harmony park,11
3437,2016-q1,harvey park,4
3438,2016-q1,hattie carthan playground,3
3439,2016-q1,heckscher playground,13
3440,2016-q1,henry hudson park,4
3441,2016-q1,henry hudson parkway,2
3442,2016-q1,herbert von king park,7
3443,2016-q1,herman dolgon playground,4
3444,2016-q1,hero park,3
3445,2016-q1,high rock park,3
3446,2016-q1,highland park,11
3447,2016-q1,hilton holiday gardens,2
3448,2016-q1,hoffman park,7
3449,2016-q1,homecrest playground,1
3450,2016-q1,hoover - manton playgrounds,5
3451,2016-q1,howard von dohlen playground,5
3452,2016-q1,hoyt playground,3
3453,2016-q1,hugh j. grant circle,3
3454,2016-q1,hutchinson river parkway,31
3455,2016-q1,ida court,2
3456,2016-q1,idlewild park,2
3457,2016-q1,ingram woods,4
3458,2016-q1,inwood hill park,13
3459,2016-q1,irving square park,8
3460,2016-q1,isham park,9
3461,2016-q1,j. hood wright park,4
3462,2016-q1,jackie robinson parkway,28
3463,2016-q1,jacob's ladder playground,2
3464,2016-q1,jamaica bay park,5
3465,2016-q1,jamaica playground,2
3466,2016-q1,james j walker park,2
3467,2016-q1,james weldon johnson playground,1
3468,2016-q1,jerome playground,2
3469,2016-q1,jesse owens playground,5
3470,2016-q1,joan of arc park,1
3471,2016-q1,john golden park,1
3472,2016-q1,john hancock playground,5
3473,2016-q1,john j carty park,2
3474,2016-q1,john paul jones park,1
3475,2016-q1,jones woods park,4
3476,2016-q1,joseph austin playground,5
3477,2016-q1,joseph rodman drake park,6
3478,2016-q1,judge moses weinstein playground,2
3479,2016-q1,julio carballo fields,13
3480,2016-q1,juniper valley park,13
3481,2016-q1,kaiser park,4
3482,2016-q1,kaltenmeier playground,1
3483,2016-q1,kathy reilly triangle,4
3484,2016-q1,kennedy playground,2
3485,2016-q1,king fisher park,4
3486,2016-q1,kingdom pond park,3
3487,2016-q1,kissena corridor park,62
3488,2016-q1,kissena park,15
3489,2016-q1,korean war veterans plaza,7
3490,2016-q1,kosciuszko pool,7
3491,2016-q1,l/cpl thomas p. noonan jr. playground,10
3492,2016-q1,la guardia playground,1
3493,2016-q1,laguardia landing lights,33
3494,2016-q1,laredo avenue parcel,1
3495,2016-q1,last chance pond park,5
3496,2016-q1,latimer playground,3
3497,2016-q1,latourette park & golf course,9
3498,2016-q1,laurelton parkway,20
3499,2016-q1,lefferts playground,3
3500,2016-q1,leif ericson fields,3
3501,2016-q1,leif ericson park,21
3502,2016-q1,lemon creek park,3
3503,2016-q1,lincoln center plaza,2
3504,2016-q1,lincoln terrace / arthur s. somers park,6
3505,2016-q1,linden park,7
3506,2016-q1,lindower park,2
3507,2016-q1,linnaeus park,2
3508,2016-q1,little flower playground,1
3509,2016-q1,locust manor playground,1
3510,2016-q1,locust point marina,5
3511,2016-q1,london planetree playground,7
3512,2016-q1,long pond park,1
3513,2016-q1,lopez playground,1
3514,2016-q1,loreto playground,5
3515,2016-q1,lost battalion hall recreation center,4
3516,2016-q1,louis armstrong playground,3
3517,2016-q1,louis cuvillier park,2
3518,2016-q1,louis pasteur park,1
3519,2016-q1,lt. lia playground,1
3520,2016-q1,luther gulick playground,3
3521,2016-q1,lyons pool,3
3522,2016-q1,lyons square playground,2
3523,2016-q1,macdonald park,2
3524,2016-q1,macneil park,3
3525,2016-q1,macombs dam park,3
3526,2016-q1,mafera park,2
3527,2016-q1,magenta playground,3
3528,2016-q1,mahoney playground,11
3529,2016-q1,manhattan beach park,13
3530,2016-q1,mapes ballfield,6
3531,2016-q1,maple grove park,4
3532,2016-q1,marble hill playground,1
3533,2016-q1,marc and jason's playground,7
3534,2016-q1,marconi park,3
3535,2016-q1,marcy playground,5
3536,2016-q1,margaret i. carman green - weeping beech,3
3537,2016-q1,maria hernandez park,26
3538,2016-q1,marie curie park,7
3539,2016-q1,marine park,31
3540,2016-q1,mariners marsh park,1
3541,2016-q1,marion hopkinson playground,3
3542,2016-q1,markham playground,3
3543,2016-q1,martin luther king jr. playground,5
3544,2016-q1,martinez playground,4
3545,2016-q1,matthews muliner playground,5
3546,2016-q1,maurice a fitzgerald playground,1
3547,2016-q1,mazzei playground,1
3548,2016-q1,mccarren park,8
3549,2016-q1,mcguire fields,4
3550,2016-q1,mckinley park,1
3551,2016-q1,mclaughlin park,6
3552,2016-q1,mellett playground,1
3553,2016-q1,mentone playground,2
3554,2016-q1,meredith woods,1
3555,2016-q1,merriam playground,1
3556,2016-q1,middleton playground,1
3557,2016-q1,midland field,4
3558,2016-q1,midland malls,1
3559,2016-q1,midland playground,2
3560,2016-q1,montbellier park,5
3561,2016-q1,moore homestead playground,3
3562,2016-q1,morningside park,9
3563,2016-q1,mosholu parkway,12
3564,2016-q1,motor parkway,5
3565,2016-q1,mount eden malls,6
3566,2016-q1,mount prospect park,2
3567,2016-q1,msgr. mcgolrick park,3
3568,2016-q1,mullaly park,1
3569,2016-q1,murphy's brother's playground,1
3570,2016-q1,murray hill playground,2
3571,2016-q1,murray playground,2
3572,2016-q1,naples playground,10
3573,2016-q1,nehemiah park,1
3574,2016-q1,neptune playground,1
3575,2016-q1,nicholas naquan heyward jr. park,9
3576,2016-q1,noble playground,3
3577,2016-q1,norelli-hargreaves playground,1
3578,2016-q1,north rochdale playground,1
3579,2016-q1,north shore esplanade,5
3580,2016-q1,northern playground,7
3581,2016-q1,oakland gardens,2
3582,2016-q1,ocean breeze park,10
3583,2016-q1,ocean parkway malls,48
3584,2016-q1,old place creek park,6
3585,2016-q1,osborn playground,5
3586,2016-q1,overlook park,1
3587,2016-q1,owen f. dolen park,2
3588,2016-q1,owl's head park,5
3589,2016-q1,p.o. reinaldo salgado playground,5
3590,2016-q1,p.o. serrano playground,5
3591,2016-q1,paerdegat basin park,18
3592,2016-q1,paerdegat park,2
3593,2016-q1,palmer inlet,1
3594,2016-q1,parade ground,8
3595,2016-q1,park avenue malls,14
3596,2016-q1,park of the americas,4
3597,2016-q1,patrick o'rourke park,4
3598,2016-q1,pelham bay little league,1
3599,2016-q1,pelham bay park,24
3600,2016-q1,pelham parkway,29
3601,2016-q1,pena herrera park,21
3602,2016-q1,peters field,2
3603,2016-q1,"phil ""scooter"" rizzuto park",3
3604,2016-q1,pink playground,3
3605,2016-q1,planeview park,1
3606,2016-q1,playground 52 lii,6
3607,2016-q1,playground ninety,9
3608,2016-q1,playground one forty,3
3609,2016-q1,playground sixty two lxii,4
3610,2016-q1,playground twenty one,4
3611,2016-q1,plimpton playground,9
3612,2016-q1,police officer edward byrne park,1
3613,2016-q1,police officer nicholas demutiis park,4
3614,2016-q1,poppenhusen playground,1
3615,2016-q1,potomac playground,9
3616,2016-q1,powell playground,2
3617,2016-q1,powell's cove park,3
3618,2016-q1,power playground,1
3619,2016-q1,prall playground,2
3620,2016-q1,prescott playground,2
3621,2016-q1,printer's park,4
3622,2016-q1,prospect park,28
3623,2016-q1,prospect playground,3
3624,2016-q1,pugsley creek park,19
3625,2016-q1,pulaski park,2
3626,2016-q1,pulaski playground,7
3627,2016-q1,queens farm park,5
3628,2016-q1,queensboro oval,1
3629,2016-q1,queensbridge park,5
3630,2016-q1,ralph demarco park,8
3631,2016-q1,rappaport playground,2
3632,2016-q1,ravenswood playground,4
3633,2016-q1,recreational area,1
3634,2016-q1,red hook recreation area,16
3635,2016-q1,reiff playground,3
3636,2016-q1,remsen playground,2
3637,2016-q1,rev j polite playground,1
3638,2016-q1,richmond parkway,31
3639,2016-q1,riverside park,22
3640,2016-q1,robert moses playground,2
3641,2016-q1,roberto clemente ballfield,6
3642,2016-q1,rochdale park,1
3643,2016-q1,rockaway beach and boardwalk,7
3644,2016-q1,rockaway community park,6
3645,2016-q1,rockaway freeway,41
3646,2016-q1,rocket park,1
3647,2016-q1,roebling playground,15
3648,2016-q1,rosemary's playground,4
3649,2016-q1,roy wilkins recreation center,4
3650,2016-q1,rudd playground,2
3651,2016-q1,rufus king park,6
3652,2016-q1,russell pedersen playground,2
3653,2016-q1,russell sage playground,2
3654,2016-q1,sakura park,1
3655,2016-q1,samuel h. young park,1
3656,2016-q1,sara d. roosevelt park,3
3657,2016-q1,saratoga park,4
3658,2016-q1,saul weprin playground,2
3659,2016-q1,scarangella park,8
3660,2016-q1,seagirt ave wetlands,5
3661,2016-q1,seaside playground,6
3662,2016-q1,seaside wildlife nature park,2
3663,2016-q1,sedgwick playground,5
3664,2016-q1,seth low playground/ bealin square,1
3665,2016-q1,seton falls park,3
3666,2016-q1,seward park,1
3667,2016-q1,sheepshead bay piers,6
3668,2016-q1,sheepshead playground,2
3669,2016-q1,shore park and parkway,27
3670,2016-q1,siedenburg park,5
3671,2016-q1,silver lake park,9
3672,2016-q1,simeone park,1
3673,2016-q1,snug harbor cultural center,6
3674,2016-q1,sobel court park,2
3675,2016-q1,soundview park,32
3676,2016-q1,south oxford park,1
3677,2016-q1,south pacific playground,4
3678,2016-q1,south shore country club,11
3679,2016-q1,space time playground,2
3680,2016-q1,sperandeo brothers playground,2
3681,2016-q1,spring creek park,5
3682,2016-q1,spring creek park addition,4
3683,2016-q1,springfield park,4
3684,2016-q1,spuyten duyvil shorefront park,2
3685,2016-q1,st. albans park,5
3686,2016-q1,st. andrew's playground,3
3687,2016-q1,st. james park,1
3688,2016-q1,st. john's recreation center,5
3689,2016-q1,st. michael's park,1
3690,2016-q1,stapleton playground,1
3691,2016-q1,star spangled playground,4
3692,2016-q1,starlight park,2
3693,2016-q1,staten island industrial park,8
3694,2016-q1,steeplechase park,2
3695,2016-q1,steuben playground,1
3696,2016-q1,stockton playground,3
3697,2016-q1,story playground,2
3698,2016-q1,stroud playground,3
3699,2016-q1,sumner playground,3
3700,2016-q1,sunrise playground,1
3701,2016-q1,sunset park,2
3702,2016-q1,sutter ballfields,4
3703,2016-q1,taaffe playground,8
3704,2016-q1,tall oak playground,2
3705,2016-q1,tanahey playground,2
3706,2016-q1,tappen park,7
3707,2016-q1,taylor playground,4
3708,2016-q1,telephone playground,3
3709,2016-q1,terrace playground,2
3710,2016-q1,the high line,5
3711,2016-q1,the olde towne of flushing burial ground,4
3712,2016-q1,theodore roosevelt park,1
3713,2016-q1,thomas boyland park,6
3714,2016-q1,thomas greene playground,13
3715,2016-q1,thomas paine park,7
3716,2016-q1,thursby basin park,2
3717,2016-q1,torsney playground,2
3718,2016-q1,tottenville shore park,3
3719,2016-q1,travers park,4
3720,2016-q1,triboro plaza,2
3721,2016-q1,triborough bridge playground b,1
3722,2016-q1,trinity park,19
3723,2016-q1,tudor park,5
3724,2016-q1,underwood park,2
3725,2016-q1,union square park,3
3726,2016-q1,university place,1
3727,2016-q1,university woods,6
3728,2016-q1,utopia playground,3
3729,2016-q1,van alst playground,1
3730,2016-q1,van cortlandt park,17
3731,2016-q1,van voorhees park,7
3732,2016-q1,vernam barbadoes peninsula,1
3733,2016-q1,vito locascio field,2
3734,2016-q1,vleigh playground,3
3735,2016-q1,von briesen park,1
3736,2016-q1,wagner houses pool,2
3737,2016-q1,walker park,3
3738,2016-q1,washington market park,4
3739,2016-q1,washington's walk,6
3740,2016-q1,watson gleason playground,4
3741,2016-q1,wayanda park,7
3742,2016-q1,wegener park,1
3743,2016-q1,west bronx recreation center,7
3744,2016-q1,west playground,1
3745,2016-q1,westbourne playground,3
3746,2016-q1,westerleigh park,3
3747,2016-q1,westwood park,3
3748,2016-q1,whitey ford field,3
3749,2016-q1,willets point playground,1
3750,2016-q1,williamsbridge oval,3
3751,2016-q1,williamsbridge square,1
3752,2016-q1,willow lake playground,4
3753,2016-q1,willowbrook park,17
3754,2016-q1,willowbrook parkway,21
3755,2016-q1,wingate park,6
3756,2016-q1,woods playground,1
3757,2016-q1,woodtree playground,5
3758,2016-q2,"""uncle"" vito e. maranzano glendale playground",6
3759,2016-q2,abe stark skating rink,1
3760,2016-q2,adam clayton powell jr. malls,3
3761,2016-q2,albert j. parham playground,6
3762,2016-q2,alfred e. smith playground,7
3763,2016-q2,allen mall one,21
3764,2016-q2,allerton playground,3
3765,2016-q2,alley athletic playground,8
3766,2016-q2,alley park,4
3767,2016-q2,alley pond park,37
3768,2016-q2,allison pond park,3
3769,2016-q2,almeda playground,6
3770,2016-q2,ambrosini field,4
3771,2016-q2,american veterans memorial pier,2
3772,2016-q2,ampere playground,2
3773,2016-q2,anchorage plaza,4
3774,2016-q2,annadale playground,1
3775,2016-q2,aqueduct walk,17
3776,2016-q2,arcilla playground,1
3777,2016-q2,arden woods,9
3778,2016-q2,asphalt green,1
3779,2016-q2,asser levy park,1
3780,2016-q2,astoria heights playground,7
3781,2016-q2,astoria park,7
3782,2016-q2,baisley pond park,20
3783,2016-q2,banneker playground,5
3784,2016-q2,barretto point park,3
3785,2016-q2,bath playground,2
3786,2016-q2,battery park,5
3787,2016-q2,battery park city,7
3788,2016-q2,bayside fields,2
3789,2016-q2,bayside playground,4
3790,2016-q2,bayswater park,8
3791,2016-q2,beach 17 playground,5
3792,2016-q2,beach channel park,5
3793,2016-q2,beach channel playground,2
3794,2016-q2,bell malls,10
3795,2016-q2,bellevue south park,1
3796,2016-q2,belt parkway,9
3797,2016-q2,belt parkway/shore parkway,40
3798,2016-q2,bennett park,1
3799,2016-q2,bennett rest,1
3800,2016-q2,bensonhurst park,4
3801,2016-q2,betsy head park,11
3802,2016-q2,big bush park,3
3803,2016-q2,bill brown playground,2
3804,2016-q2,blood root valley,5
3805,2016-q2,bloomingdale park,8
3806,2016-q2,blue heron park,24
3807,2016-q2,booker t. washington playground,2
3808,2016-q2,bowne park,5
3809,2016-q2,breukelen ballfields,8
3810,2016-q2,brevoort playground,3
3811,2016-q2,briarwood playground,3
3812,2016-q2,brighton playground,1
3813,2016-q2,broad channel wetlands,1
3814,2016-q2,broadway malls,14
3815,2016-q2,bronx park,7
3816,2016-q2,bronx river parkway,36
3817,2016-q2,brooklyn botanic garden,11
3818,2016-q2,brooklyn heights promenade,3
3819,2016-q2,brooklyn museum,10
3820,2016-q2,brookville park,14
3821,2016-q2,brower park,7
3822,2016-q2,brownsville playground,8
3823,2016-q2,bruckner playground,2
3824,2016-q2,brust park,2
3825,2016-q2,bufano park,1
3826,2016-q2,bulova park,2
3827,2016-q2,bunker ponds park,5
3828,2016-q2,burns playground,2
3829,2016-q2,cadman plaza park,4
3830,2016-q2,callahan-kelly playground,8
3831,2016-q2,calvert vaux park,6
3832,2016-q2,canarsie park,10
3833,2016-q2,captain tilly park,1
3834,2016-q2,cardozo playground,2
3835,2016-q2,carl schurz park,1
3836,2016-q2,carroll park,4
3837,2016-q2,caserta playground,7
3838,2016-q2,castle hill park,8
3839,2016-q2,castle hill playground,2
3840,2016-q2,castlewood playground,8
3841,2016-q2,cedar playground,3
3842,2016-q2,centreville playground,1
3843,2016-q2,challenge playground,2
3844,2016-q2,chappetto square,1
3845,2016-q2,charlie's place,1
3846,2016-q2,chester playground,3
3847,2016-q2,city hall park,6
3848,2016-q2,city line park,3
3849,2016-q2,claremont park,6
3850,2016-q2,clawson playground,2
3851,2016-q2,clearview park,1
3852,2016-q2,clearview park golf course,10
3853,2016-q2,clintonville playground,6
3854,2016-q2,clove lakes park,14
3855,2016-q2,clove's tail,1
3856,2016-q2,coffey park,3
3857,2016-q2,colden playground,3
3858,2016-q2,coleman playground,4
3859,2016-q2,colgate close,5
3860,2016-q2,colonel david marcus playground,3
3861,2016-q2,colucci playground,3
3862,2016-q2,commodore barry park,5
3863,2016-q2,coney island beach & boardwalk,11
3864,2016-q2,conference house park,8
3865,2016-q2,cooper park,9
3866,2016-q2,corlears hook park,2
3867,2016-q2,corona golf playground,8
3868,2016-q2,corporal john a. seravalli playground,5
3869,2016-q2,cpl. thompson park,2
3870,2016-q2,crescent beach park,3
3871,2016-q2,crocheron park,3
3872,2016-q2,cross island parkway,31
3873,2016-q2,crotona park,8
3874,2016-q2,crotona parkway malls,2
3875,2016-q2,crowley playground,1
3876,2016-q2,cunningham park,41
3877,2016-q2,cuyler gore park,4
3878,2016-q2,cypress hills playground,1
3879,2016-q2,d'emic playground,20
3880,2016-q2,daniel boone playground,2
3881,2016-q2,daniel m. o'connell playground,1
3882,2016-q2,de hostos playground,3
3883,2016-q2,dean playground,5
3884,2016-q2,decatur playground,4
3885,2016-q2,deere park,1
3886,2016-q2,delphin h. greene playground,1
3887,2016-q2,detective joseph mayrose park,3
3888,2016-q2,detective keith l williams park,5
3889,2016-q2,devoe park,2
3890,2016-q2,dimattina playground,2
3891,2016-q2,dome playground,10
3892,2016-q2,dongan playground,4
3893,2016-q2,doughboy plaza,4
3894,2016-q2,douglaston park golf course,5
3895,2016-q2,dr. charles r. drew park,8
3896,2016-q2,dr. green playground,10
3897,2016-q2,dr. ronald mcnair park,15
3898,2016-q2,dubos point wildlife sanctuary,2
3899,2016-q2,dugan playground,5
3900,2016-q2,dutch kills playground,1
3901,2016-q2,dyker beach park,21
3902,2016-q2,east elmhurst playground,9
3903,2016-q2,east river park,5
3904,2016-q2,east springfield playground,2
3905,2016-q2,eastern parkway,76
3906,2016-q2,ehrenreich-austin playground,1
3907,2016-q2,eleanor roosevelt playground,7
3908,2016-q2,electric playground,1
3909,2016-q2,equity park,2
3910,2016-q2,ericsson playground,6
3911,2016-q2,evergreen park,4
3912,2016-q2,farm playground,1
3913,2016-q2,father macris park,9
3914,2016-q2,fermi playground,5
3915,2016-q2,ferry point park,12
3916,2016-q2,fish playground,3
3917,2016-q2,flatbush malls,8
3918,2016-q2,floyd patterson ballfields,5
3919,2016-q2,flushing fields,8
3920,2016-q2,flushing meadows corona park,43
3921,2016-q2,fordham landing playground,6
3922,2016-q2,forest park,22
3923,2016-q2,fort greene park,15
3924,2016-q2,fort hamilton athletic field,4
3925,2016-q2,fort totten park,1
3926,2016-q2,fort tryon park,19
3927,2016-q2,fort washington park,4
3928,2016-q2,frank d. o'connor playground,2
3929,2016-q2,frank principe park,2
3930,2016-q2,franklin d. roosevelt boardwalk and beach,22
3931,2016-q2,franz sigel park,1
3932,2016-q2,frederick b. judge playground,5
3933,2016-q2,frederick johnson playground,1
3934,2016-q2,fresh creek nature preserve,4
3935,2016-q2,fresh meadows playground,2
3936,2016-q2,freshkills park,27
3937,2016-q2,frontera park,3
3938,2016-q2,fulton park,5
3939,2016-q2,gaeta park,4
3940,2016-q2,gemini fields,5
3941,2016-q2,gen. douglas macarthur park,2
3942,2016-q2,gilbert ramirez park,2
3943,2016-q2,givan square,2
3944,2016-q2,givans creek woods,3
3945,2016-q2,glen oaks oval,2
3946,2016-q2,glenwood playground,3
3947,2016-q2,gonzalo plasencia playground,10
3948,2016-q2,gorman park,3
3949,2016-q2,gorman playground,4
3950,2016-q2,governor smith playground,1
3951,2016-q2,grace playground,8
3952,2016-q2,grady playground,1
3953,2016-q2,grand central parkway,36
3954,2016-q2,grandview playground,1
3955,2016-q2,grassmere playground,6
3956,2016-q2,gravesend park,4
3957,2016-q2,great kills park,18
3958,2016-q2,green central knoll,5
3959,2016-q2,greencroft playground,3
3960,2016-q2,greene playground,1
3961,2016-q2,grover cleveland playground,5
3962,2016-q2,haffen park,10
3963,2016-q2,haggerty park,2
3964,2016-q2,hallets cove playground,4
3965,2016-q2,hamilton fish park,1
3966,2016-q2,harding park,7
3967,2016-q2,harlem lane playground,1
3968,2016-q2,harlem river park,4
3969,2016-q2,harmony park,10
3970,2016-q2,harold ickes playground,4
3971,2016-q2,harvey park,1
3972,2016-q2,hattie carthan playground,1
3973,2016-q2,heckscher playground,9
3974,2016-q2,henry hudson park,2
3975,2016-q2,herbert von king park,14
3976,2016-q2,herman dolgon playground,4
3977,2016-q2,hero park,2
3978,2016-q2,high rock park,1
3979,2016-q2,highland park,8
3980,2016-q2,hilton holiday gardens,4
3981,2016-q2,hinton park,1
3982,2016-q2,hoffman park,7
3983,2016-q2,holcombe rucker park,1
3984,2016-q2,holy cow playground,1
3985,2016-q2,hoover - manton playgrounds,2
3986,2016-q2,horace harding playground,2
3987,2016-q2,howard playground,1
3988,2016-q2,hoyt playground,3
3989,2016-q2,hugh j. grant circle,1
3990,2016-q2,huguenot ponds park,1
3991,2016-q2,hutchinson river parkway,23
3992,2016-q2,hybrid oak woods park,1
3993,2016-q2,ida court,3
3994,2016-q2,idlewild park,5
3995,2016-q2,ingram woods,2
3996,2016-q2,inwood hill park,11
3997,2016-q2,irving square park,1
3998,2016-q2,isham park,4
3999,2016-q2,j. hood wright park,4
4000,2016-q2,jackie robinson parkway,19
4001,2016-q2,jackie robinson playground,1
4002,2016-q2,jacob's ladder playground,4
4003,2016-q2,jamaica bay park,3
4004,2016-q2,jamaica playground,1
4005,2016-q2,james j walker park,3
4006,2016-q2,james weldon johnson playground,1
4007,2016-q2,jennifer's playground,2
4008,2016-q2,jerome playground,4
4009,2016-q2,jesse owens playground,5
4010,2016-q2,joan of arc park,3
4011,2016-q2,john golden park,6
4012,2016-q2,john hancock playground,7
4013,2016-q2,john j carty park,3
4014,2016-q2,john paul jones park,2
4015,2016-q2,joseph austin playground,6
4016,2016-q2,joseph rodman drake park,1
4017,2016-q2,julio carballo fields,5
4018,2016-q2,juniper valley park,9
4019,2016-q2,kaltenmeier playground,1
4020,2016-q2,kathy reilly triangle,2
4021,2016-q2,kennedy playground,8
4022,2016-q2,king fisher park,2
4023,2016-q2,kingdom pond park,4
4024,2016-q2,kissena corridor park,59
4025,2016-q2,kissena park,4
4026,2016-q2,korean war veterans plaza,1
4027,2016-q2,kosciuszko pool,9
4028,2016-q2,l/cpl thomas p. noonan jr. playground,8
4029,2016-q2,la guardia playground,1
4030,2016-q2,laguardia landing lights,31
4031,2016-q2,laredo avenue parcel,1
4032,2016-q2,last chance pond park,5
4033,2016-q2,latimer playground,4
4034,2016-q2,latourette park & golf course,26
4035,2016-q2,laurelton parkway,18
4036,2016-q2,laurelton playground,2
4037,2016-q2,lawrence virgilio playground,3
4038,2016-q2,lefferts playground,5
4039,2016-q2,leif ericson fields,4
4040,2016-q2,leif ericson park,15
4041,2016-q2,lemon creek park,6
4042,2016-q2,lieutenant john h. martinson playground,1
4043,2016-q2,lincoln center plaza,3
4044,2016-q2,lincoln terrace / arthur s. somers park,13
4045,2016-q2,linden park,13
4046,2016-q2,linnaeus park,1
4047,2016-q2,little bay park,2
4048,2016-q2,locust manor playground,1
4049,2016-q2,locust point marina,6
4050,2016-q2,london planetree playground,5
4051,2016-q2,long pond park,5
4052,2016-q2,lopez playground,1
4053,2016-q2,loreto playground,4
4054,2016-q2,lost battalion hall recreation center,1
4055,2016-q2,louis armstrong playground,1
4056,2016-q2,louis pasteur park,6
4057,2016-q2,luther gulick playground,2
4058,2016-q2,lyons pool,2
4059,2016-q2,lyons square playground,4
4060,2016-q2,macdonald park,2
4061,2016-q2,machate circle,1
4062,2016-q2,macneil park,1
4063,2016-q2,macombs dam park,1
4064,2016-q2,madison square park,1
4065,2016-q2,mafera park,5
4066,2016-q2,magenta playground,5
4067,2016-q2,mahoney playground,4
4068,2016-q2,manhattan beach park,5
4069,2016-q2,mapes ballfield,2
4070,2016-q2,maple grove park,2
4071,2016-q2,marc and jason's playground,8
4072,2016-q2,marconi park,1
4073,2016-q2,marcy playground,9
4074,2016-q2,margaret i. carman green - weeping beech,6
4075,2016-q2,maria hernandez park,6
4076,2016-q2,marie curie park,1
4077,2016-q2,marine park,33
4078,2016-q2,mariners marsh park,2
4079,2016-q2,marion hopkinson playground,3
4080,2016-q2,markham playground,3
4081,2016-q2,martin luther king jr. playground,3
4082,2016-q2,martinez playground,5
4083,2016-q2,matthews muliner playground,1
4084,2016-q2,maurice a fitzgerald playground,5
4085,2016-q2,mazzei playground,5
4086,2016-q2,mccarren park,7
4087,2016-q2,mcguire fields,1
4088,2016-q2,mckinley park,2
4089,2016-q2,mclaughlin park,5
4090,2016-q2,mellett playground,1
4091,2016-q2,mentone playground,1
4092,2016-q2,merriam playground,2
4093,2016-q2,middleton playground,2
4094,2016-q2,midland field,2
4095,2016-q2,midland malls,1
4096,2016-q2,midland playground,2
4097,2016-q2,montbellier park,4
4098,2016-q2,morningside park,9
4099,2016-q2,mosholu parkway,5
4100,2016-q2,motor parkway,11
4101,2016-q2,mount eden malls,2
4102,2016-q2,mount prospect park,2
4103,2016-q2,msgr. mcgolrick park,4
4104,2016-q2,mullaly park,4
4105,2016-q2,murphy's brother's playground,1
4106,2016-q2,murray hill playground,2
4107,2016-q2,murray playground,5
4108,2016-q2,naples playground,1
4109,2016-q2,nehemiah park,8
4110,2016-q2,nelson playground,1
4111,2016-q2,neptune playground,3
4112,2016-q2,nicholas naquan heyward jr. park,9
4113,2016-q2,noble playground,2
4114,2016-q2,norelli-hargreaves playground,5
4115,2016-q2,north rochdale playground,2
4116,2016-q2,north shore esplanade,4
4117,2016-q2,northern playground,7
4118,2016-q2,nostrand playground,1
4119,2016-q2,oakland gardens,3
4120,2016-q2,ocean breeze park,11
4121,2016-q2,ocean hill playground,1
4122,2016-q2,ocean parkway malls,54
4123,2016-q2,old place creek park,2
4124,2016-q2,old town playground,2
4125,2016-q2,osborn playground,6
4126,2016-q2,overlook park,2
4127,2016-q2,owen f. dolen park,4
4128,2016-q2,owl's head park,6
4129,2016-q2,p.o. reinaldo salgado playground,1
4130,2016-q2,p.o. serrano playground,16
4131,2016-q2,paerdegat basin park,11
4132,2016-q2,paerdegat park,2
4133,2016-q2,palmer inlet,2
4134,2016-q2,parade ground,3
4135,2016-q2,park avenue malls,11
4136,2016-q2,park of the americas,4
4137,2016-q2,patrick o'rourke park,1
4138,2016-q2,paul raimonda playground,3
4139,2016-q2,pelham bay little league,1
4140,2016-q2,pelham bay park,35
4141,2016-q2,pelham parkway,8
4142,2016-q2,pena herrera park,9
4143,2016-q2,peters field,2
4144,2016-q2,"phil ""scooter"" rizzuto park",5
4145,2016-q2,pink playground,1
4146,2016-q2,planeview park,1
4147,2016-q2,playground 52 lii,2
4148,2016-q2,playground eighty lxxx,1
4149,2016-q2,playground ninety,6
4150,2016-q2,playground one forty,3
4151,2016-q2,playground sixty two lxii,3
4152,2016-q2,playground twenty one,3
4153,2016-q2,plimpton playground,1
4154,2016-q2,poe park,1
4155,2016-q2,police officer edward byrne park,3
4156,2016-q2,police officer nicholas demutiis park,13
4157,2016-q2,pomonok playground,2
4158,2016-q2,poppenhusen playground,1
4159,2016-q2,potomac playground,5
4160,2016-q2,powell playground,3
4161,2016-q2,powell's cove park,3
4162,2016-q2,power playground,4
4163,2016-q2,prall playground,2
4164,2016-q2,printer's park,2
4165,2016-q2,prospect park,27
4166,2016-q2,pugsley creek park,18
4167,2016-q2,pulaski park,1
4168,2016-q2,pulaski playground,5
4169,2016-q2,quarry ballfields,2
4170,2016-q2,queens farm park,12
4171,2016-q2,queensbridge park,2
4172,2016-q2,ralph demarco park,8
4173,2016-q2,ravenswood playground,3
4174,2016-q2,raymond bush playground,3
